descriere,pret,link
"Prezervative EXS Black Latex, 10 bucati",19,https://www.emag.ro/prezervative-exs-black-latex-10-bucati-663/pd/D2GCLKMBM/
Prezervative Secura Original Red 12 buc,36,https://www.emag.ro/prezervative-secura-original-red-12-buc-xte201225/pd/DTTM3DMBM/
"Prezervative Durex Tickle Me, 3 buc",17,https://www.emag.ro/prezervative-durex-tickle-me-3-buc-xte200801/pd/DTF1FMMBM/
Prezervative Durex Classic Natural 20 buc,92,https://www.emag.ro/prezervative-durex-classic-natural-20-buc-deniro47005/pd/DFKB5GBBM/
"Inel Vibrator de penis, Erotica Butterfly Wings",30,https://www.emag.ro/inel-vibrator-de-penis-erotica-butterfly-wings-578118/pd/DG6NF0BBM/
"Prezervative Pasante King Size, 10 bucati",23,https://www.emag.ro/prezervative-pasante-king-size-10-bucati-304/pd/DKT7JWBBM/
"Pachet Prezervative Durex Extended Pleasure, 3 buc/set +Prezervative Durex Feel Thin, 3 buc/set+ Lubrifiant Durex Play Feel 50 ml",51,https://www.emag.ro/pachet-prezervative-durex-extended-pleasure-3-buc-set-prezervative-durex-feel-thin-3-buc-set-lubrifiant-durex-play-feel-50-ml-col5135001/pd/DWDHZ5BBM/
"Prezervative London Moist, 100buc",144,https://www.emag.ro/prezervative-london-moist-100buc-or04102760000/pd/DFRMDDMBM/
"Prezervative ultra subtiri, Mister Size, 53 mm, 1 cutie x 10 buc",50,https://www.emag.ro/prezervative-ultra-subtiri-mister-size-53-mm-1-cutie-x-10-buc-97122/pd/D97S3XMBM/
"Prezervative Masculan Sensitive, 3 buc",6,https://www.emag.ro/prezervative-masculan-sensitive-3-buc-4019042000059/pd/DN536MBBM/
Prezervative AMOR Strong 3 Buc,5,https://www.emag.ro/prezervative-amor-strong-3-buc-deniro110527/pd/DHH688BBM/
"Prezervative Ritex Lust, 8 buc",24,https://www.emag.ro/prezervative-ritex-lust-8-buc-r3145/pd/D4QTK2BBM/
Prezervative Secura Original Red 24 buc,46,https://www.emag.ro/prezervative-secura-original-red-24-buc-xte201232/pd/D1NS3DMBM/
Prezervative MY SIZE 53 x 3 buc,16,https://www.emag.ro/prezervative-my-size-53-x-3-buc-2183a/pd/DDVFBVBBM/
"Prezervative LifeStyles Play, 12 buc",24,https://www.emag.ro/prezervative-lifestyles-play-12-buc-5011831093661/pd/DGRJT7MBM/
"Prezervative TUXIDO ULTRA THIN MEGA PACK, banana, 60 bucati",81,https://www.emag.ro/prezervative-tuxido-ultra-thin-mega-pack-banana-60-bucati-ut20220360/pd/DNGT8RBBM/
Prezervative Secura 50 Bucati,119,https://www.emag.ro/prezervative-secura-50-bucati-414255/pd/D5MT6BMBM/
Prezervative My Size 47 mm 3buc,15,https://www.emag.ro/prezervative-my-size-47-mm-3buc-301255-ws/pd/D2P6L5BBM/
"Prezervative Durex Extended Pleasure, 3 buc",13,https://www.emag.ro/prezervative-durex-extended-pleasure-3-buc-5038483197882/pd/DYRGLBBBM/
"Prezervative LifeStyles Play, 3 + 1 buc",8,https://www.emag.ro/prezervative-lifestyles-play-3-1-buc-5011831089961/pd/D6RJT7MBM/
"Prezervative Secura, 1000 Buc",662,https://www.emag.ro/prezervative-secura-1000-buc-415308/pd/D1XW3TMBM/
"Prezervative ultra subtiri, Mister Size, 60 mm, 1 cutie x 10 buc",50,https://www.emag.ro/prezervative-ultra-subtiri-mister-size-60-mm-1-cutie-x-10-buc-97124/pd/DV7S3XMBM/
Prezervative My Size marimea 47 mm x 36 buc,182,https://www.emag.ro/prezervative-my-size-marimea-47-mm-x-36-buc-mysize-670/pd/DR05WGBBM/
"Prezervative My Size 64, 14 cm, 1 buc",29,https://www.emag.ro/prezervative-my-size-64-14-cm-1-buc-2032/pd/DHYW65BBM/
Prezervative Ryder 3 buc,19,https://www.emag.ro/prezervative-ryder-3-buc-xte201265/pd/D97N3TMBM/
Prezervative Hex Respect XL 3 buc,69,https://www.emag.ro/prezervative-hex-respect-xl-3-buc-xte201095/pd/DX8VZ3MBM/
Prezervative Durex 3buc Feels,10,https://www.emag.ro/prezervative-durex-3buc-feels-t-299/pd/DCSZ3YMBM/
"Prezervative Ritex XXL, 3 buc",14,https://www.emag.ro/prezervative-ritex-xxl-3-buc-4001669183260/pd/D34L6KMBM/
Prezervative Durex Extra Sensitive 10 bucati,48,https://www.emag.ro/prezervative-durex-extra-sensitive-10-bucati-5052197056099/pd/DNS4VLBBM/
"Prezervative Durex Jeans, 20 buc + 4 buc gratis",58,https://www.emag.ro/prezervative-durex-jeans-20-buc-4-buc-gratis-5949031304716/pd/DFFMNHBBM/
"Prezervative LifeStyles Ultra Thin, 3 buc",9,https://www.emag.ro/prezervative-lifestyles-ultra-thin-3-buc-5011831154034/pd/DWRJT7MBM/
Prezervative London Extra Special 100buc,168,https://www.emag.ro/prezervative-london-extra-special-100buc-or04100980000/pd/DDY4T6BBM/
Prezervative Mister Size 53 mm 3 buc,23,https://www.emag.ro/prezervative-mister-size-53-mm-3-buc-or04136900000/pd/D50610MBM/
Prezervative MY SIZE PRO 49 x 10 buc,38,https://www.emag.ro/prezervative-my-size-pro-49-x-10-buc-41049/pd/DWPR5PMBM/
Prezervative My Size 49mm 3buc,19,https://www.emag.ro/prezervative-my-size-49mm-3buc-301256-ws/pd/D3P6L5BBM/
"Prezervative Pasante Warming, 5 bucati",20,https://www.emag.ro/prezervative-pasante-warming-5-bucati-316-971/pd/D8L3FQBBM/
"Prezervative Pasante Cooling, 5 bucati",20,https://www.emag.ro/prezervative-pasante-cooling-5-bucati-294-969/pd/D5L3FQBBM/
Prezervative Lelo HEX 3 buc,47,https://www.emag.ro/prezervative-lelo-hex-3-buc-df62jgbbm/pd/DF62JGBBM/
"Prezervative Love Plus Big Max, 56 mm diametrul, 3 buc",9,https://www.emag.ro/prezervative-love-plus-big-max-56-mm-diametrul-3-buc-big01/pd/DXBTN6BBM/
Prezervative My.Size 64mm 36 buc,182,https://www.emag.ro/prezervative-my-size-64mm-36-buc-411728/pd/DMV9QGBBM/
"Prezervative Skyn Original, 10 buc",36,https://www.emag.ro/prezervative-skyn-original-10-buc-5011831087370/pd/DWFB5MMBM/
"Prezervative premium My Size PRO, subtiri si rezistente, marime 45mm, 1 cutie x 10 buc",37,https://www.emag.ro/prezervative-premium-my-size-pro-subtiri-si-rezistente-marime-45mm-1-cutie-x-10-buc-d-228855/pd/DP4DGPMBM/
"Pachet Prezervative Durex Feel Thin, 3 buc/set + Lubrifiant Durex Play Saucy Strawberry 50 ml",38,https://www.emag.ro/pachet-prezervative-durex-feel-thin-3-buc-set-lubrifiant-durex-play-saucy-strawberry-50-ml-col5134998/pd/D2THZ5BBM/
Prezervative MY SIZE PRO 49 x3 buc,24,https://www.emag.ro/prezervative-my-size-pro-49-x3-buc-40349/pd/DGPR5PMBM/
Prezervative MY SIZE 69 x 3 buc,16,https://www.emag.ro/prezervative-my-size-69-x-3-buc-2197a/pd/D2JTMVBBM/
"Prezervative TUXIDO CLASSIC MEGA PACK, 60 bucati",81,https://www.emag.ro/prezervative-tuxido-classic-mega-pack-60-bucati-cl20200360/pd/DTGT8RBBM/
"Prezervative TUXIDO CLASSIC GIGA PACK, 100 bucati",125,https://www.emag.ro/prezervative-tuxido-classic-giga-pack-100-bucati-1008/pd/D3GT8RBBM/
"Prezervativ Manix Natural, 10 Buc.",93,https://www.emag.ro/prezervativ-manix-natural-10-buc-or04108100000/pd/DRN767MBM/
Prezervative aromate Love Match 144 buc,169,https://www.emag.ro/prezervative-aromate-love-match-144-buc-xte201173/pd/DZ09Z7MBM/
"Prezervative Durex cu aroma de fructe, 14 Buc",76,https://www.emag.ro/prezervative-durex-cu-aroma-de-fructe-14-buc-or04109180000/pd/DPF9NDMBM/
"Cutie Prezervativ Orgasma, Erotica, Stimulator, din Silicon cu Puncte si striatii in Relief, 1 buc",39,https://www.emag.ro/cutie-prezervativ-orgasma-erotica-stimulator-din-silicon-cu-puncte-si-striatii-in-relief-1-buc-7690/pd/D31P82MBM/
"Prezervative Skyn Extra, 10 buc",37,https://www.emag.ro/prezervative-skyn-extra-10-buc-5011831089268/pd/D6FB5MMBM/
"Prezervative Durex Pleasure Me, 3 buc",8,https://www.emag.ro/prezervative-durex-pleasure-me-3-buc-5038483238271/pd/DDRGLBBBM/
"Set Prezervative Durex Extra Safe 2x18, 36 bucati",124,https://www.emag.ro/set-prezervative-durex-extra-safe-2x18-36-bucati-dur2x18extrasafe/pd/DGJY5QBBM/
Prezervative Secura Ultra Thin Natural Feeling 24 buc,39,https://www.emag.ro/prezervative-secura-ultra-thin-natural-feeling-24-buc-xte201097/pd/DZGWS3MBM/
"Prezervative Pasante Glow, 10 bucati",38,https://www.emag.ro/prezervative-pasante-glow-10-bucati-766/pd/DJ9FCXMBM/
Prezervative Durex Featherlite Ultra Thin 30 bucati,139,https://www.emag.ro/prezervative-durex-featherlite-ultra-thin-30-bucati-323/pd/DWWLB8BBM/
"Prezervative Ritex Ideal, 3 buc",9,https://www.emag.ro/prezervative-ritex-ideal-3-buc-4001669183222/pd/DK4L6KMBM/
Prezervative Secura Big Boy 60 mm 24 buc,38,https://www.emag.ro/prezervative-secura-big-boy-60-mm-24-buc-xpsec02/pd/DQZ6X5BBM/
Prezervative Secura Pocket Rocket 49 mm 24 buc,45,https://www.emag.ro/prezervative-secura-pocket-rocket-49-mm-24-buc-xpsec01/pd/DZZ6X5BBM/
"Prezervative Durex Feel Thin, 3 buc",23,https://www.emag.ro/prezervative-durex-feel-thin-3-buc-xte201499/pd/DN0SNHMBM/
"Prezervative Ritex Extra Thin, 8 buc",22,https://www.emag.ro/prezervative-ritex-extra-thin-8-buc-4001669418041/pd/D24L6KMBM/
"Set Pachet Durex Feel Thin XXL 2x10 prezervative, Lubrifiant Perfect Glide 50 ml",173,https://www.emag.ro/set-pachet-durex-feel-thin-xxl-2x10-prezervative-lubrifiant-perfect-glide-50-ml-dur3x2xxlglide/pd/DCNQH6BBM/
"Prezervative Durex Fetherlite Elite, 12 Buc",25,https://www.emag.ro/prezervative-durex-fetherlite-elite-12-buc-gc-durexfetherliteelite-12/pd/D22G5NMBM/
"Prezervative Ritex RR1, 3 buc",9,https://www.emag.ro/prezervative-ritex-rr1-3-buc-4001669183215/pd/DD4L6KMBM/
"Prezervative Durex Fetherlite, 3 bucati",10,https://www.emag.ro/prezervative-durex-fetherlite-3-bucati-5010232953994/pd/DQ8P13BBM/
"Set Prezervative Durex Feel Thin 2x18, 36 bucati",147,https://www.emag.ro/set-prezervative-durex-feel-thin-2x18-36-bucati-dur2x18feelthin/pd/D02TRQBBM/
"Prezervative Pasante Adore Ribbed, 10 bucati",20,https://www.emag.ro/prezervative-pasante-adore-ribbed-10-bucati-290/pd/D1DR9WBBM/
"Prezervative EXS Magnum, 10 bucati",22,https://www.emag.ro/prezervative-exs-magnum-10-bucati-680/pd/D2C9LNMBM/
"Prezervative ultra subtiri, Mister Size, 60 mm, 1 cutie x 3 buc",25,https://www.emag.ro/prezervative-ultra-subtiri-mister-size-60-mm-1-cutie-x-3-buc-97114/pd/D07S3XMBM/
"Prezervative Femei, Sheer Glyde Dams, Fructe de padure, 4 buc",59,https://www.emag.ro/prezervative-femei-sheer-glyde-dams-fructe-de-padure-4-buc-4267/pd/DQLKDHMBM/
Prezervative Secura Black Pearl 52 mm 12 buc,36,https://www.emag.ro/prezervative-secura-black-pearl-52-mm-12-buc-xpsec06/pd/D6Z6X5BBM/
"Prezervativ My Size 69, 15 cm, 1 buc",29,https://www.emag.ro/prezervativ-my-size-69-15-cm-1-buc-2033/pd/DPYW65BBM/
"Prezervativ Vitalis Premium Super thin , 12 buc",15,https://www.emag.ro/prezervativ-vitalis-premium-super-thin-12-buc-5698a/pd/DKQF2BMBM/
Prezervative transparente Secura Original 100 buc/set,101,https://www.emag.ro/prezervative-transparente-secura-original-100-buc-set-416223/pd/DDD02KMBM/
"Prezervative LifeStyles Ultra Thin, 12 + 4 buc",28,https://www.emag.ro/prezervative-lifestyles-ultra-thin-12-4-buc-5011831089992/pd/DM5JT7MBM/
"Prezervative Durex Fetherlite Elite, 3 bucati",9,https://www.emag.ro/prezervative-durex-fetherlite-elite-3-bucati-32507/pd/DZGQ09BBM/
"Prezervativ EGZO reliefat Soft Bee's Knees , Alb/Verde",19,https://www.emag.ro/prezervativ-egzo-reliefat-soft-bee-s-knees-alb-verde-2542/pd/DPXTG3MBM/
Prezervative contra ejacularii precoce Secura Good Timer Retarding 12 buc,35,https://www.emag.ro/prezervative-contra-ejacularii-precoce-secura-good-timer-retarding-12-buc-18591-w/pd/DWQ4KCBBM/
"Prezervative Pasante Super King Size, 10 bucati",25,https://www.emag.ro/prezervative-pasante-super-king-size-10-bucati-312/pd/D6DR9WBBM/
"Set Pachet Durex Feel Thin XXL 10 prezervative, Lubrifiant Play Feel 50 ml",77,https://www.emag.ro/set-pachet-durex-feel-thin-xxl-10-prezervative-lubrifiant-play-feel-50-ml-dur2xxxlfeel/pd/DJNQH6BBM/
Prezervative Secura Big Boy 60 mm 12 buc,35,https://www.emag.ro/prezervative-secura-big-boy-60-mm-12-buc-xpsec05/pd/D5Z6X5BBM/
"Prezervative Pasante Sensitive, 50 bucati",106,https://www.emag.ro/prezervative-pasante-sensitive-50-bucati-pstxtrsens50/pd/DLDGFSBBM/
"Prezervativ My Size 60, 1 buc",29,https://www.emag.ro/prezervativ-my-size-60-1-buc-2031/pd/D0YW65BBM/
"Prezervative stimulante Love Match Stimolante, 6 buc",20,https://www.emag.ro/prezervative-stimulante-love-match-stimolante-6-buc-8253/pd/DXTX1HMBM/
"Prezervative Durex Emoji Pleasure Me, 12 buc",39,https://www.emag.ro/prezervative-durex-emoji-pleasure-me-12-buc-5038483193051/pd/DQQGLBBBM/
Prezervative MY SIZE 64 x 3 buc,16,https://www.emag.ro/prezervative-my-size-64-x-3-buc-2188a/pd/DHVFBVBBM/
"Pachet Prezervative Durex B close, 3 buc/set + Prezervative Durex Feel Thin, 3 buc/set + Prezervative Durex Clasic, 3 buc/set",37,https://www.emag.ro/pachet-prezervative-durex-b-close-3-buc-set-prezervative-durex-feel-thin-3-buc-set-prezervative-durex-clasic-3-buc-set-col5134996/pd/DYTHZ5BBM/
"Prezervativ stimulator, GMO, Tenga Egg Wavy",140,https://www.emag.ro/prezervativ-stimulator-gmo-tenga-egg-wavy-tengaeggwavy/pd/DQ9D9XMBM/
"Prezervative Pasante Delay Infinity, 50 bucati",121,https://www.emag.ro/prezervative-pasante-delay-infinity-50-bucati-pstdly50/pd/DZDGFSBBM/
"Prezervativ My Size 47, 16 cm, 1 buc",29,https://www.emag.ro/prezervativ-my-size-47-16-cm-1-buc-2034/pd/DXYW65BBM/
"Prezervative Durex Surprise Me, 40 bucati",127,https://www.emag.ro/prezervative-durex-surprise-me-40-bucati-671/pd/D62QG0MBM/
"Prezervative Durex Feel Thin, 3 buc",8,https://www.emag.ro/prezervative-durex-feel-thin-3-buc-5010232967489/pd/D2RGLBBBM/
"Prezervative LifeStyles Variety, 12 buc",28,https://www.emag.ro/prezervative-lifestyles-variety-12-buc-5011831080814/pd/DY5JT7MBM/
"Prezervative Durex Basic, 10 bucati",32,https://www.emag.ro/prezervative-durex-basic-10-bucati-530/pd/DGMMXHMBM/
"Prezervative Pasante Sensitive, 10 bucati",22,https://www.emag.ro/prezervative-pasante-sensitive-10-bucati-310/pd/D5DR9WBBM/
"Prezervativ HEX Original, 1 buc",16,https://www.emag.ro/prezervativ-hex-original-1-buc-2015/pd/DFYW65BBM/
"Prezervative Durex Feel Intimate, 12 buc",41,https://www.emag.ro/prezervative-durex-feel-intimate-12-buc-5010232964617/pd/DLQGLBBBM/
"Prezervative Fosforescente Amor Neon, 2 Buc.",14,https://www.emag.ro/prezervative-fosforescente-amor-neon-2-buc-500372/pd/D86NF0BBM/
"Pachet Prezervative Playboy Clasic, 3 buc/set + Lubrifiant Durex Play Saucy Strawberry 50 ml",31,https://www.emag.ro/pachet-prezervative-playboy-clasic-3-buc-set-lubrifiant-durex-play-saucy-strawberry-50-ml-col5134995/pd/DWJD15BBM/
"Set Prezervative Durex London Condoms Red, 50 bucati",90,https://www.emag.ro/set-prezervative-durex-london-condoms-red-50-bucati-eq12046/pd/D5TTTZBBM/
Prezervative Recare Premium Caramel Delay 12 buc,9,https://www.emag.ro/prezervative-recare-premium-caramel-delay-12-buc-recare1/pd/DSXMLGBBM/
Prezervative Amor Wild Love 3 buc/set,12,https://www.emag.ro/prezervative-amor-wild-love-3-buc-set-xte200129/pd/DKW9LWBBM/
Prezervative My Size 53mm 3buc,19,https://www.emag.ro/prezervative-my-size-53mm-3buc-301257-ws/pd/DSTHZ5BBM/
"Prezervative Durex Arouser , 12 bucati",38,https://www.emag.ro/prezervative-durex-arouser-12-bucati-gc-durexarouser-12/pd/D7RV6NMBM/
Prezervative MY SIZE 64 x10 buc,38,https://www.emag.ro/prezervative-my-size-64-x10-buc-2187a/pd/D0VFBVBBM/
"Prezervative lubrifiante cu reservor, cu arome, set 36 bucati in cutie , Romed , Olanda",30,https://www.emag.ro/prezervative-lubrifiante-cu-reservor-cu-arome-set-36-bucati-in-cutie-romed-olanda-con-fla/pd/D2QK67MBM/
"Set Prezervative Durex Slim Fit 10 bucati, Durex XXL 10 bucati",107,https://www.emag.ro/set-prezervative-durex-slim-fit-10-bucati-durex-xxl-10-bucati-dur2xslimxxl/pd/DL0F06BBM/
"Set Prezervative Durex Feel Thin XXL 2x10, 20 bucati",131,https://www.emag.ro/set-prezervative-durex-feel-thin-xxl-2x10-20-bucati-dur2xxxl/pd/DJ0F06BBM/
"Set Prezervative Durex Invisible Extra Sensitive 3x10, 30 bucati",176,https://www.emag.ro/set-prezervative-durex-invisible-extra-sensitive-3x10-30-bucati-dur3xinvsens/pd/DZ66J5BBM/
"Prezervative Skyn Extra, 3 buc",14,https://www.emag.ro/prezervative-skyn-extra-3-buc-5011831087462/pd/D8FB5MMBM/
"Prezervative London cu aroma de capsune, 100 buc.",175,https://www.emag.ro/prezervative-london-cu-aroma-de-capsune-100-buc-or04109260000/pd/D9RMDDMBM/
"Prezervative LifeStyles Ultra Thin, 12 buc",28,https://www.emag.ro/prezervative-lifestyles-ultra-thin-12-buc-5011831076442/pd/DB5JT7MBM/
Prezervative Secura El Toro 24buc,46,https://www.emag.ro/prezervative-secura-el-toro-24buc-deniro24429/pd/D3BZB8BBM/
"Set Pachet Durex 10 prezervative Extra Sensitive, lubrifiant Durex Play Feel 50 ml",101,https://www.emag.ro/set-pachet-durex-10-prezervative-extra-sensitive-lubrifiant-durex-play-feel-50-ml-dur2xinvsensgelplay/pd/DR66J5BBM/
"Set Prezervative Durex Invisible Extra Sensitive 2x10, 20 bucati",132,https://www.emag.ro/set-prezervative-durex-invisible-extra-sensitive-2x10-20-bucati-dur2xinvsens/pd/DC66J5BBM/
"Prezervative Durex Slim Fit, 30 buc, Cutie Discreta",111,https://www.emag.ro/prezervative-durex-slim-fit-30-buc-cutie-discreta-5949031350270/pd/DSRPX2MBM/
"Prezervative MAGNUM RIBBED, 12 buc",36,https://www.emag.ro/prezervative-magnum-ribbed-12-buc-505752/pd/DJS012MBM/
"Prezervative Femei, Sheer Glyde Dams, Cola, 4 buc",59,https://www.emag.ro/prezervative-femei-sheer-glyde-dams-cola-4-buc-4266/pd/DRLKDHMBM/
"Prezervative Vitalis Premium X-Large, 12 buc",15,https://www.emag.ro/prezervative-vitalis-premium-x-large-12-buc-5702a/pd/DS55FBMBM/
"Set Pachet Durex Slim Fit 10 prezervative, Lubrifiant Perfect Glide 50 ml",107,https://www.emag.ro/set-pachet-durex-slim-fit-10-prezervative-lubrifiant-perfect-glide-50-ml-dur2xslimglide/pd/DVNQH6BBM/
"Prezervative Skyn Elite, 3 buc",15,https://www.emag.ro/prezervative-skyn-elite-3-buc-5011831091049/pd/D5FB5MMBM/
"Prezervative Durex Fetherlite Ultra Thin, 3 buc",17,https://www.emag.ro/prezervative-durex-fetherlite-ultra-thin-3-buc-32509/pd/DQGQ09BBM/
"Set Prezervative Durex Slim Fit 3x10, 30 bucati",197,https://www.emag.ro/set-prezervative-durex-slim-fit-3x10-30-bucati-dur3xslim/pd/DFNQH6BBM/
"Prezervative Durex Feel Thin XXL, 30 buc, Cutie Discreta",111,https://www.emag.ro/prezervative-durex-feel-thin-xxl-30-buc-cutie-discreta-5949031350287/pd/DJRPX2MBM/
"Prezervative premium My Size PRO, subtiri si rezistente, marime 47mm, 1 cutie x 3 buc",25,https://www.emag.ro/prezervative-premium-my-size-pro-subtiri-si-rezistente-marime-47mm-1-cutie-x-3-buc-d-228857/pd/DX4DGPMBM/
"Set Pachet Durex Feel Thin XXL 10 prezervative, Lubrifiant Perfect Glide 50 ml",107,https://www.emag.ro/set-pachet-durex-feel-thin-xxl-10-prezervative-lubrifiant-perfect-glide-50-ml-dur2xxxlglide/pd/DSNQH6BBM/
Prezervative contra ejacularii precoce Secura Good Timer Retarding 3 buc,14,https://www.emag.ro/prezervative-contra-ejacularii-precoce-secura-good-timer-retarding-3-buc-18590-w/pd/D8Q4KCBBM/
"Prezervative,unidus,clasic,3buc",3,https://www.emag.ro/prezervative-unidus-clasic-3buc-prezervative01/pd/DX1NQXMBM/
"Set Pachet Durex Slim Fit 10 prezervative, Lubrifiant Play Feel 50 ml",91,https://www.emag.ro/set-pachet-durex-slim-fit-10-prezervative-lubrifiant-play-feel-50-ml-dur2xslimfeel/pd/D4NQH6BBM/
"Cutie Prezervativ Tauro, Erotica, Stimulator, din Silicon cu Puncte in Relief, 1 buc",39,https://www.emag.ro/cutie-prezervativ-tauro-erotica-stimulator-din-silicon-cu-puncte-in-relief-1-buc-802847/pd/D71P82MBM/
"Prezervative Vitalis Premium Sensation, 3 buc",5,https://www.emag.ro/prezervative-vitalis-premium-sensation-3-buc-5699a/pd/DV55FBMBM/
Prezervative Recare Cola 3 buc,8,https://www.emag.ro/prezervative-recare-cola-3-buc-rec1245/pd/D1R739MBM/
Pachet Promo Durex: 4 x Prezervativele Durex Intense 10buc,164,https://www.emag.ro/pachet-promo-durex-4-x-prezervativele-durex-intense-10buc-5997321772837/pd/DFGCS1BBM/
"Set Prezervative Durex Fun Mix 24, 24 bucati",88,https://www.emag.ro/set-prezervative-durex-fun-mix-24-24-bucati-761/pd/D2K2ZXMBM/
Prezervative Amor Hot Moments 3buc,14,https://www.emag.ro/prezervative-amor-hot-moments-3buc-deniro4462/pd/DMS53CBBM/
Prezervative MY SIZE 60 x10 buc,38,https://www.emag.ro/prezervative-my-size-60-x10-buc-2186a/pd/DNVFBVBBM/
"Prezervative Vitalis Premium Natural, 3 buc",5,https://www.emag.ro/prezervative-vitalis-premium-natural-3-buc-5703a/pd/DC55FBMBM/
"Set Prezervative Durex Slim Fit 2x10, 20 bucati",52,https://www.emag.ro/set-prezervative-durex-slim-fit-2x10-20-bucati-dur2xslim/pd/DF0F06BBM/
Prezervative lubrifiante cu reservor 144 buc,66,https://www.emag.ro/prezervative-lubrifiante-cu-reservor-144-buc-3/pd/DW7FSMMBM/
"Prezervative Durex Mutual Pleasure, 10 buc",48,https://www.emag.ro/prezervative-durex-mutual-pleasure-10-buc-5052197016529/pd/D6QGLBBBM/
Prezervative Durex Mutual Pleasure 10 bucati,47,https://www.emag.ro/prezervative-durex-mutual-pleasure-10-bucati-5052197017328/pd/DKS4VLBBM/
"Cutie prezervativ Best Seller, Erotica, latex, fara aroma, 1 bucata",29,https://www.emag.ro/cutie-prezervativ-best-seller-erotica-latex-fara-aroma-1-bucata-800654/pd/DZ36Z2MBM/
"Prezervative Durex Performax Intense, 6 bucati",23,https://www.emag.ro/prezervative-durex-performax-intense-6-bucati-cc00056/pd/DFFLS3MBM/
"Prezervative Trojan Double Ecstasy, 10 buc",31,https://www.emag.ro/prezervative-trojan-double-ecstasy-10-buc-505749/pd/DFS012MBM/
